tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0282597,Both Were Brave,1963.0,['Drama'],"['nm0351566', 'nm0580887', 'nm0443615', 'nm0876559', 'nm0813804']",74.0,5.1,,,34.0,,,
tt0283269,Boomerang,2001.0,"['Comedy', 'Crime', 'Mystery']","['nm0728476', 'nm0322977', 'nm0431259', 'nm0102522', 'nm0229314']",87.0,7.4,Serbian,FR Yugoslavia,1856.0,,,"Boomerang ( Serbian : Бумеранг , romanized : Bumerang ) is a 2001 Serbian comedy film directed by Dragan Marinković . [ 1 ]"
tt0283302,Body Shop,2008.0,"['Horror', 'Mystery']","['nm0628231', 'nm0810342', 'nm0120494', 'nm0112915', 'nm1501328']",106.0,4.5,,,130.0,,,
tt0283503,Brooklyn Rules,2007.0,"['Crime', 'Drama']","['nm1923509', 'nm1307735', 'nm1770233', 'nm0642104', 'nm0000285']",99.0,6.3,English,United States,6156.0,8.0,,"In 1985 Michael ( Freddie Prinze Jr. ), the narrator, is a lovable charmer with the soul of a con man who successfully scams his way into the pre-law program at Columbia University . In contrast to Michael's desire to leave the Brooklyn streets behind, his close friend Carmine ( Scott Caan ) is a handsome lady-killer who is enamored of the Mafia lifestyle and wants only to stay there. Rounding out the trio is Bobby ( Jerry Ferrara ), an endearing cheapskate who longs for a simple life of working at the Post Office and settling down with his fiancée. While at Columbia, Michael falls for a beautiful young student named Ellen ( Mena Suvari ), a society girl whom he initially wins over with his preppy schoolboy cover. As their relationship blossoms, leaving the streets behind seems increasingly possible, but when Carmine catches the eye of Caesar ( Alec Baldwin ), a feared Gambino family capo who controls their neighborhood, Michael and Bobby are drawn into that world despite their reluctance to get involved."
tt0283960,Boys to Men,2001.0,['Drama'],"['nm0152986', 'nm0611120', 'nm0959055', 'nm1206086', 'nm1206044']",75.0,6.8,English,Japan Germany United States United Kingdom,455.0,55.0,33.4,"Novelist Grady Tripp teaches creative writing at a Pennsylvania university. He is having an affair with the university chancellor, Sara Gaskell, whose husband, Walter, is the chairman of the English department in which Grady is a professor. Grady's third wife, Emily, has just left him, and he has failed to repeat the success of his first novel, published seven years earlier. He continues to labor on a second novel, but the more he tries to finish it, the less able he finds himself to invent a satisfactory ending. He spends his free time smoking cannabis. Grady's students include James Leer and Hannah Green. Hannah, who rents a room in Grady's house, is attracted to Grady, who does not reciprocate. During a party at the Gaskells' house, Sara reveals to Grady that she is pregnant with his child. Grady finds James standing outside holding what he claims to be a replica gun. However, the gun is real, as James shoots the Gaskells' dog when he finds it attacking Grady. James also steals a valuable piece of Marilyn Monroe memorabilia from the house. Grady cannot tell Sara of this incident since she is pressuring him to choose between her and Emily. Grady keeps the dead dog in the trunk of his car for most of the weekend. He also allows James to follow him around, fearing that he may be depressed or suicidal. Gradually, he realizes that much of what James says about himself and his life is untrue, seemingly designed to elicit Grady's sympathy."
tt0283961,Braceras y mojados,1984.0,['Drama'],"['nm0179516', 'nm0736035', 'nm0736032', 'nm0613669', 'nm0380417']",90.0,,,,,,,
tt0283972,Butterfly Man,2002.0,['Romance'],"['nm0481931', 'nm0535837', 'nm0641398', 'nm4854783', 'nm1885248']",95.0,4.9,English,Thailand United Kingdom,287.0,,,"Adam, an English backpacker , breaks up with his girlfriend immediately after arriving with her in Thailand . He then strikes out on his own, leaving Bangkok for Ko Samui . There, he meets Em, a young masseuse . At first, their relationship is innocent, but Adam soon grows frustrated and starts hitting the bars and becoming a sex tourist , or "" butterfly man"", flirting from woman to woman. Meanwhile, the ugly side of Samui starts to reveal itself, with a human trafficking, slavery, and prostitution ring, run by British mafia, exposed. Adam gets in trouble with the British mafia. Em helps him get away, so the British mafia beats her severely. Adam manages to escape via a small boat, taking Em with him. They get married on the boat but then Em dies. He keeps his promise to take her body to her home village and ends up staying in Thailand."
tt0284083,Bond of Love,2001.0,['Drama'],"['nm0000821', 'nm0474774', 'nm0046894', 'nm0896573', 'nm0622186']",174.0,5.2,Hindi,India,1973.0,,,"Vijay Kapoor is a successful businessman who lives happily with his wife Pratima and four children. His only son, Ajay, has come back home after graduating from university abroad with a Masters in Information Technology. Vijay's eldest daughter Priti is charmed by Rajesh Purohit, a recent graduate in business who idolizes Vijay. Rajesh's capabilities likewise impress Vijay, and he gives his consent for Rajesh to marry Priti. However, the devious Rajesh plans to ingratiate himself with the Kapoor family with the aim of stealing Vijay's fortune for himself. Meanwhile, Ajay falls in love with and plans to marry Nisha Thapar. Ajay tells his father that he would like to start his own business, but Vijay tries to dissuade him, saying that Ajay should first get experience working in the family business before striking out on his own. However, ideological differences result in disputes between them. Ajay consequently stands firm in his decision to start his own business. Later, he takes out a loan for this. Vijay gets furious and kicks Ajay out of the house. Ajay marries and moves with Nisha into their new house. Rajesh makes Vijay sign a power of attorney empowering him, and is forced to pay the court a huge sum, which he cannot afford. Thus, he goes bankrupt, and all his fortune goes to Rajesh. Ajay learns that Rajesh incited arguments between him and Vijay. He tries to get close to Vijay again, causing a crisis in his marriage with Nisha, who isn't pleased with Ajay's reunion with his family. They get separated due to consistent arguments between them. She finds out that she is pregnant, and Ajay returns home. Now, his mission is to return his family fortune and Vijay's faith, as the latter still cannot forgive him. Eventually, Ajay and Vijay unite, although he is yet to return the fortune."
tt0284848,Boyhood Loves,2001.0,"['Drama', 'Family']","['nm0023832', 'nm0130727', 'nm0816279', 'nm0086992', 'nm0095169']",102.0,6.8,French,France,78.0,,,"Paul is still a student at 28 years old, often visiting his family farm. This time he goes home because his father is dying. Once there, Paul finds himself trapped: he feels guilty for having abandoned his family. He tries to make up for with generous and altruistic actions."
tt0285281,Borrowed Time,2000.0,"['Drama', 'Mystery']",['nm0014277'],62.0,4.8,,,76.0,,,
tt0285462,Boat Trip,2002.0,['Comedy'],"['nm0000421', 'nm0764445', 'nm0324070', 'nm0000549', 'nm0132637']",94.0,4.9,English,United States Germany,33476.0,17.5,15.0,"Jerry and Nick are two close friends whose love lives have hit rock bottom. Jerry's girlfriend Felicia has turned down his marriage proposal in a hot air balloon after vomiting all over her and tells him she's met someone else. After Nick runs into a friend who is marrying a beautiful, younger girl he met on a singles cruise, he convinces Jerry to go on a similar cruise together. While on their way to the travel agency, they get into a verbal altercation with a gay man who works at the agency they plan to book the cruise through. The manager attempts to patch things up by handling their booking personally and the situation appears to be handled well. After Jerry and Nick leave, it is revealed that the agent and manager, both men, are actually gay partners, and booked them on a cruise for gay men. During their trip, Jerry falls in love with the cruise's dance instructor Gabriella and in order to win her over, he pretends to be gay so he can get closer to her. Meanwhile, Nick tries to get rescued by a helicopter flying over the ship by shooting a flare gun which hits the helicopter and it lands in the ocean. On the helicopter is the Swedish bikini team and Nick blossoms a romance with their captain, Inga. After an accidental affair with her mean, sex-obsessed coach Sonya, Nick must fend her off, after she has fallen in love with him as well."
tt0285467,Brother Born Again,2001.0,['Documentary'],[],76.0,6.7,,,66.0,,,
tt0285468,Bukowski at Bellevue,1995.0,"['Biography', 'Documentary']",[],60.0,7.6,,,137.0,,,
tt0285499,Bridal Doll,1979.0,['Drama'],"['nm1106972', 'nm0992661', 'nm0766498', 'nm0794775', 'nm0880936']",70.0,6.6,,,21.0,,,
tt0285636,Bush of Lust,1968.0,['Comedy'],"['nm0992659', 'nm0457554', 'nm4025578']",70.0,,,,,,,
tt0285866,Born Loser,1995.0,['Comedy'],"['nm0008206', 'nm2203235', 'nm1209684', 'nm8195451', 'nm1029919']",90.0,5.7,,,124.0,,,
tt0286092,Bone of a Butterfly: Hunter with White Skin,1978.0,[],"['nm0992661', 'nm0997976', 'nm0869601', 'nm0992190']",85.0,,,,,,,
tt0286523,Brod,1987.0,"['Drama', 'War']","['nm0958950', 'nm0880361', 'nm0525366', 'nm0199178', 'nm0997255']",79.0,6.1,,,16.0,,,
tt0287146,Bundled,2001.0,['Drama'],"['nm5179424', 'nm1857539']",78.0,7.2,Mandarin,Taiwan,13.0,,,"The homeless man Ah-ming unintentionally stumbled upon a V8 camcorder in a garbage heap. Inside, he discovered a family recording depicting a lively and adorable little girl, surrounded by a warm atmosphere. Ah-ming became captivated by the images, always introducing himself to others as ""I'm Ah-ming,"" telling everyone that the family in the video was his own, and the little girl was his granddaughter. But he couldn't recall where he came from or where he was headed. He met Yong, a man who played the moon lute after a work injury prevented him from continuing his job. Yong took Ah-ming back to his simple dwelling beneath an overpass. Ah-ming entered the footage, feeling as if he had become a part of that warm family. A young man named Whippersnapper who was once a one-million literary award winner. Now, he wandered through one dream after another. Reporter was the only one who remembered Whippersnapper. She discovered him living with the erratic Chun in an abandoned vehicle. Reporter made every effort to awaken Whippersnapper from his dreams, but he remained lost between reality and the dreamscapes, continuously crafting a story without a beginning or an end. Ah-ming walked through the crevices between buildings, along the desolate riverbank, and ventured into construction sites, crossing paths with numerous people in the underground tunnels. He met Yong, a man who lost his job after a work injury and played moon lute to express his bitterness. Ah-ming joined in singing with him, and they gradually became good friends."
tt0287155,Born Wild,2001.0,"['Action', 'Drama']","['nm0465503', 'nm0943079', 'nm0848377', 'nm0518074', 'nm0998328']",109.0,6.0,Cantonese,Hong Kong,164.0,,1.29,"Tan ( Louis Koo ) and Tide Ho ( Daniel Wu ) are estranged twin brothers who have fought ever since they were born. Tan was a bright child who was active and outgoing while Tide is the complete opposite, whom was shy and introverted. But in reality, Tide was actually just as bright as Tan but kept it to himself. On his twenty-sixth birthday, Tide receives the news of his brother's death. He then proceeds to investigate Tan's mysterious death. In Tan's house, Tide meets his brother's lover Sandy ( Jo Kuk ) and best friend Mann ( Patrick Tam ). Tide eventually discovers that his brother was framed in a boxing fight and was killed during a fight. At the same time, Tide finds himself attracted to Sandy's warmth and fixes himself as the opponent of Tan's murderer and avenge his brother's death."
tt0287940,Bombay Eunuch,2001.0,['Documentary'],[],71.0,8.5,,,35.0,,,
tt0287946,Buna,1975.0,"['Adventure', 'Drama']","['nm0464922', 'nm0329836', 'nm0805106', 'nm0832988', 'nm0946894']",102.0,8.6,,,14.0,,,
tt0288092,Bread and Milk,2001.0,"['Comedy', 'Drama']","['nm0615652', 'nm1008319', 'nm1082171', 'nm1194919', 'nm1197040']",68.0,6.9,,,480.0,,,
tt0288456,Boissière,1937.0,"['Drama', 'War']","['nm0719749', 'nm0622069']",91.0,5.4,French,France,14.0,,,"Boissière is a 1937 French war drama film directed by Fernand Rivers and starring Andrée Spinelly , Pierre Renoir and Suzanne Desprès . [ 1 ] [ 2 ] It is an adaptation of the 1935 novel of the same title by Pierre Benoit . [ 3 ] The film's sets were designed by the art director Robert Gys ."
tt0288457,Botinki iz America,2001.0,['Drama'],"['nm0158528', 'nm0219202']",90.0,6.4,,,33.0,,,
tt0288464,Buena Sorte,1996.0,['Action'],"['nm0013445', 'nm0327630', 'nm0432753', 'nm0433786', 'nm0658077']",104.0,4.9,,,41.0,,,
tt0289489,Burning Passions,1975.0,"['Action', 'Crime']","['nm0729861', 'nm1204316', 'nm2838168', 'nm2511696', 'nm2509498']",85.0,5.8,,,23.0,,,
tt0289870,Bos Çerçeve,1969.0,"['Drama', 'Romance']","['nm0862605', 'nm0876847', 'nm0448906', 'nm0654805', 'nm0856194']",88.0,6.4,,,249.0,,,
tt0289877,Bulldog,2002.0,"['Action', 'Adventure', 'Comedy']","['nm0390075', 'nm1019670', 'nm1017566', 'nm1017608', 'nm1017647']",85.0,,,,,,,
tt0290477,Boku wa koi ni muchû,1999.0,['Comedy'],"['nm1067324', 'nm1035848', 'nm1228321', 'nm1228359', 'nm1601290']",60.0,5.8,,,19.0,,,
tt0290478,Bommalattam,1968.0,[],"['nm1126254', 'nm1167164', 'nm0619309', 'nm0882778', 'nm3213145']",165.0,6.9,Tamil,India,24.0,,,"Bommalattam ( transl. Puppet Show ) is 1968 Indian Tamil -language comedy film , directed by Muktha Srinivasan and produced by V. Ramaswamy . The screenplay was written by Cho Ramaswamy from a story by Madurai Thirumaran. It stars Jaishankar , Jayalalithaa , Nagesh , Major Sundarrajan , Cho Ramaswamy and Manorama . V. S. Raghavan , Sachu and O. A. K. Thevar play key roles. The film was released on 31 May 1968. [ 2 ]"
tt0290480,Boudi,1968.0,['Drama'],"['nm4586528', 'nm0051845', 'nm0052332', 'nm4954058', 'nm0149840']",123.0,,,,,,,
tt0290482,"Breathe in, Breathe Out",2001.0,['Documentary'],[],70.0,6.4,,,13.0,,,
tt0290492,Buryan,1967.0,[],"['nm0586645', 'nm0901532', 'nm0659113', 'nm0407597', 'nm15567139']",94.0,7.0,,,11.0,,,
tt0290498,By Hook or by Crook,2001.0,"['Crime', 'Drama', 'Romance']","['nm1036574', 'nm0230206', 'nm1128140', 'nm1596441']",98.0,5.8,English,United States,368.0,,,"Shy, a transgender man, leaves his small town in Kansas for San Francisco after the death of his father. Along the way, he encounters Valentine, a quirky adoptee in search of his birth mother. An immediate kinship is sparked between the two men and they become partners in crime with Val's lover Billie to stay financially afloat. The duo faces money troubles, emotional problems, and physical confrontations as they learn to trust and support each other in pursuit of their goals."
tt0290594,Break of Dawn,2002.0,"['Action', 'Drama']","['nm0006939', 'nm0846548', 'nm0021835', 'nm0021835', 'nm0157255']",110.0,5.4,,,464.0,,,
tt0290705,Brownwood,2004.0,"['Comedy', 'Drama']","['nm0696041', 'nm1035471', 'nm1027429', 'nm0916087', 'nm1035760']",95.0,5.3,,,89.0,,,
tt0291053,Brigada explosiva contra los ninjas,1986.0,"['Action', 'Adventure', 'Comedy']","['nm0228338', 'nm0719535', 'nm0135932', 'nm0346173', 'nm0144928']",70.0,5.2,Spanish,Argentina,225.0,,,"The eccentric agents Gino, Emilio, Alberto, and Benito embark on their second mission: to combat a notorious group of ninjas who have abducted a high-ranking government executive. Success in their mission is crucial as it will prevent the dissolution of the esteemed Z Brigade. [ 1 ]"
tt0291316,Brain Sex,1988.0,"['Drama', 'Horror', 'Thriller']","['nm0474744', 'nm0992732', 'nm0913910']",62.0,6.2,English,United States,119.0,,,"After suffering a brief illness, Brian experiences a powerful and comforting hallucination. He soon discovers that he has become host to a worm-like parasite that speaks perfect English and promises to give him a life free from worry. The hallucination was induced by a fluid injected from the parasite's mouth, through the back of Brian's neck and directly into his brain; the parasite offers Brian a steady supply of this fluid if ""you'll take me for a walk."" While under the influence of the ""juice"", Brian is incoherent and unaware of the world around him, allowing the parasite to kill and devour the brains of a night watchman in a junkyard, as well as a young woman at a nightclub. As Brian becomes addicted to the juice, he isolates himself from everything and everyone else in his life, which worries his girlfriend, Barbara, and his brother, Mike. Brian awakens from his stupor long enough to learn about the murders. He is confronted in a courtyard outside his apartment building by his neighbor Morris, the previous owner of the parasite who dubbed it ""The Aylmer"", [ a ] and who states that it has changed hands hundreds of times across the globe since the Middle Ages . Morris, who fed Aylmer with animal brains, warns Brian that feeding it humans will make it too strong to resist. Horrified, Brian rents a flophouse room to wean himself off the fluid and starve Aylmer, but Aylmer gleefully informs him that his body chemistry has irrevocably changed, and that the pain of withdrawal will be too much for him to bear. Brian soon relents, now consciously attending Aylmer as he hunts for victims. Returning to his apartment, Brian discovers that Mike and Barbara have begun a relationship; realizing that he cannot control himself or choose Aylmer's targets, Brian tries to warn them away before fleeing to the streets. Barbara follows and confronts him on the subway, where Aylmer kills her. Back at the apartment, Morris and his wife, Martha, hold Brian at gunpoint to steal Aylmer back; Aylmer attacks them. As he feeds on their brains, Brian begs for another injection of juice. Aylmer agrees, which distracts them long enough for Morris to regain consciousness, grabbing and crushing Aylmer during the injection process. This kills Aylmer and forces an overdose , leaving Brian in agony. Screaming and bleeding juice, he runs to his room, puts Morris's gun to his own head and fires."
